"title_data","paper_id","source","type","year","author1_data","keyword"
"Probabilistic Performance Forecasting in History Matching of Low Permeability Reservoirs","          188100-MS ","          SPE ","          Conference Paper",2017,"Zhang, Xuejiao, China University of Petroleum","'machine+learning'AND'reservoir'"
"EOR Evaluation Method for Highly Heterogeneous and Complex Reservoirs","          107177-MS ","          SPE ","          Conference Paper",2007,"Figuera, Luis Alfredo, Petroleos de Venezuela S.A.","'machine+learning'AND'reservoir'"
"Developing a Smart Proxy for the SACROC Water-Flooding Numerical Reservoir Simulation Model","          185691-MS ","          SPE ","          Conference Paper",2017,"Alenezi, Faisal, West Virginia University","'machine+learning'AND'reservoir'"
"Optimum Control of Unwanted Water Production in Stratified Gas Reservoirs","          106640-MS ","          SPE ","          Conference Paper",2007,"Yamali, Nampetch, U. of Texas Austin","'machine+learning'AND'reservoir'"
"Optimization Methods for History Matching of Complex Reservoirs","          66393-MS ","          SPE ","          Conference Paper",2001,"Schulze-Riegert, R.W., Scandpower","'machine+learning'AND'reservoir'"
"Apply Two-Way Cluster Analysis to Select Candidate Reservoir Models From Multiple Realizations","          179955-MS ","          SPE ","          Conference Paper",2016,"Fei, Jin, Halliburton","'machine+learning'AND'reservoir'"
"Well Productivity Analysis of the Bakken Shale Play","          2671321-MS ","          URTEC ","          Conference Paper",2017,"Vankov, Emilian, Rice University","'machine+learning'AND'reservoir'"
"EOR Field Experiences in Carbonate Reservoirs in the United States","          100063-MS ","          SPE ","          Conference Paper",2006,"Manrique, Eduardo Jose, Questa Engineering Corp.","'machine+learning'AND'reservoir'"
"Application of Combinatorial Algorithms for Description of Reservoir Properties","          27803-MS ","          SPE ","          Conference Paper",1994,"Huang, XuRi, U. of Tulsa","'machine+learning'AND'reservoir'"
"Automated Reservoir Model Selection in Well Test Interpretation","          71569-MS ","          SPE ","          Conference Paper",2001,"Guyaguler, Baris, Stanford University","'machine+learning'AND'reservoir'"
"Reservoir Characterization Using Fuzzy Kriging and Deep Learning Neural Networks","          181578-MS ","          SPE ","          Conference Paper",2016,"Korjani, M. M., University of Southern California","'machine+learning'AND'reservoir'"
"Predicting Reservoir Characteristics From Drilling and Hydrocarbon-Gas Data Using Advanced Computational Mathematics","          123785-MS ","          SPE ","          Conference Paper",2009,"Hurst, Andrew, northlight geoscience","'machine+learning'AND'reservoir'"
"Natural Language Processing Techniques on Oil and Gas Drilling Data","          181015-MS ","          SPE ","          Conference Paper",2016,"Antoniak, M., Maana","'machine+learning'AND'reservoir'"
"A Modified Genetic Algorithm for Reservoir Characterisation","          64765-MS ","          SPE ","          Conference Paper",2000,"Romero, C.E., Imperial College","'machine+learning'AND'reservoir'"
"Stochastic Optimization of Steamflooding Heavy Oil Reservoirs","          180811-MS ","          SPE ","          Conference Paper",2016,"Temizel, C., Aera Energy","'machine+learning'AND'reservoir'"
"Reservoir Simulation Using Smart Proxy in SACROC Unit - Case Study","          184069-MS ","          SPE ","          Conference Paper",2016,"He, Qin, Saint Francis University","'machine+learning'AND'reservoir'"
"An Integrated Reservoir Modelling and Evolutionary Algorithm for Optimizing Field Development in a Mature Fractured Reservoir","          183178-MS ","          SPE ","          Conference Paper",2016,"Sambo, C. H., Research of Petroleum Institute","'machine+learning'AND'reservoir'"
"Geologically Consistent History Matching of a Deepwater Turbidite Reservoir","          95557-MS ","          SPE ","          Conference Paper",2005,"Hoffman, B. Todd,","'machine+learning'AND'reservoir'"
"Efficient Development Method for High-Viscosity, Complex Fault-Block Reservoir","          180812-MS ","          SPE ","          Conference Paper",2016,"Xu, Shiqian, China University of Petroleum","'machine+learning'AND'reservoir'"
"Optimal Learning of Field Operation and Well Placement in the Presence of Uncertainty","          18336-MS ","          IPTC ","          Conference Paper",2015,"Klie, Hector, ConocoPhillips Company","'machine+learning'AND'reservoir'"
"Supervised Learning to Detect Salt Body","          2015-5931401 ","          SEG ","          Conference Paper",2015,"Guillen, Pablo, University of Houston","'machine+learning'AND'reservoir'"
"Reduced Order Modeling In Reservoir Simulation Using the Bilinear Approximation Techniques","          169357-MS ","          SPE ","          Conference Paper",2014,"Ghasemi, Mohammadreza, SPE","'machine+learning'AND'reservoir'"
"DeepLook: Toward the Common Goal of Reservoir Characterization Through Collaboration","          10785-MS ","          OTC ","          Conference Paper",1999,"Chawathé, Adwait, Chevron Petroleum Technology Company","'machine+learning'AND'reservoir'"
"Evaluation of Enhanced Oil Recovery Technologies for the Sabriyah Lower Burgan Reservoir Kuwait","          186026-MS ","          SPE ","          Conference Paper",2017,"Al-Murayri, M. T., Kuwait Oil Company","'machine+learning'AND'reservoir'"
"Development of a New Correlation for Bubble Point Pressure in Oil Reservoirs using Artificial IntelligenceTechnique","          187977-MS ","          SPE ","          Conference Paper",2017,"Elkatatny, Salaheldin, King Fahd University of Petroleum & Minerals","'machine+learning'AND'reservoir'"
"Grid-Based Surrogate Reservoir Modeling (SRM) for Fast Track Analysis of Numerical Reservoir Simulation Models at the Gridblock Level","          153844-MS ","          SPE ","          Conference Paper",2012,"Mohaghegh, Shahab D., West Virginia U.","'machine+learning'AND'reservoir'"
"Dynamic Layered Pressure Map Generation in a Mature Waterflooding Reservoir Using Artificial Intelligence Approach","          190042-MS ","          SPE ","          Conference Paper",2018,"Li, Yuanjun, University of Southern California","'machine+learning'AND'reservoir'"
"Effective Applications of Extended Exponential Decline Curve Analysis to both Conventional and Unconventional Reservoirs","          181536-MS ","          SPE ","          Conference Paper",2016,"Zhang, HE, Ryder Scott Company","'machine+learning'AND'reservoir'"
"Short-Term and Long-Term Optimizations for Reservoir Management with Intelligent Wells","          177255-MS ","          SPE ","          Conference Paper",2015,"Pinto, Marcio Augusto Sampaio, Santa Catarina State University","'machine+learning'AND'reservoir'"
"A Genetic-Based Algorithm for the Interpretation of Pressure Transient Response in Naturally Fractured Reservoirs","          185977-MS ","          SPE ","          Conference Paper",2017,"Al Maqrami, Z. N., PI","'machine+learning'AND'reservoir'"
"From Face Detection to Fractured Reservoir Characterization: Big Data Analytics for Restimulation Candidate Selection","          187328-MS ","          SPE ","          Conference Paper",2017,"Udegbe, Egbadon, The Pennsylvania State University","'machine+learning'AND'reservoir'"
"Operative Localization Technique of Current Mobile Oil Reserves for Mature Reservoirs Based on Material Balance","          187837-MS ","          SPE ","          Conference Paper",2017,"Aleev, A., Weatherford","'machine+learning'AND'reservoir'"
"Shale Asset Production Evaluation by Using Pattern Recognition","          174061-MS ","          SPE ","          Conference Paper",2015,"Esmaili, S., California Resources Corporation","'machine+learning'AND'reservoir'"
"Performance Prediction for Advanced Well Structures in Unconventional Oil and Gas Reservoirs Using Artificial Intelligent Expert Systems","          187037-MS ","          SPE ","          Conference Paper",2017,"Enyioha, Chukwuka, The Pennsylvania State University","'machine+learning'AND'reservoir'"
"Low-Dimensional Tensor Representations for the Estimation of Petrophysical Reservoir Parameters","          182707-MS ","          SPE ","          Conference Paper",2017,"Insuasty, E., Eindhoven University of Technology","'machine+learning'AND'reservoir'"
"Spatial-Temporal Tensor Decompositions for Characterizing Control-Relevant Flow Profiles in Reservoir Models","          173238-MS ","          SPE ","          Conference Paper",2015,"Insuasty, E., Eindhoven University of Technology (EUT)","'machine+learning'AND'reservoir'"
"Operative Localization Technique of Current Mobile Oil Reserves for Mature Reservoirs Based on Material Balance (Russian)","          187837-RU ","          SPE ","          Conference Paper",2017,"Aleev, A., Weatherford","'machine+learning'AND'reservoir'"
"Markov-Chain Monte Carlo with Locally Varying Mean Kriging for Improved Reservoir Model Calibration and Uncertainty Assessment","          180189-MS ","          SPE ","          Conference Paper",2016,"Tarrahi, Mohammadali, Shell Global Solutions, US, Inc.","'machine+learning'AND'reservoir'"
"Streamline Rock Facies Classification with Deep Learning Cognitive Process","          187436-MS ","          SPE ","          Conference Paper",2017,"Sidahmed, Mohamed, BP","'machine+learning'AND'reservoir'"
"Using Big Data and Smart Field Technology for Detecting Leakage in a CO2 Storage Project","          166137-MS ","          SPE ","          Conference Paper",2013,"Haghighat, S. Alireza, West Virginia University","'machine+learning'AND'reservoir'"
"In situ Wettability Measurement in a Carbonate Reservoir Rock at High Temperature and Pressure","          188510-MS ","          SPE ","          Conference Paper",2017,"Alhammadi, Amer M., Imperial College London","'machine+learning'AND'reservoir'"
"Combining Physics, Statistics and Heuristics in the Decline Curve Analysis of Large Datasets in Unconventional Reservoirs","          185589-MS ","          SPE ","          Conference Paper",2017,"Holanda, Rafael Wanderley de, Texas A&M University","'machine+learning'AND'reservoir'"
"Study of Various Water Alternating Gas Injection Methods in 4- and 5-Spot Injection Patterns in an Iranian Fractured Reservoir","          132847-MS ","          SPE ","          Conference Paper",2010,"Darvishnezhad, Mohammad Javad, Islamic Azad University","'machine+learning'AND'reservoir'"
"Case History: Seismic facies analysis based on 3D multiattribute volume classification in Shadegan Oilfield - Asmari Reservoir, Iran.","          111078-MS ","          SPE ","          Conference Paper",2007,"Arianfar, Abdonabi, NISOC","'machine+learning'AND'reservoir'"
"Reservoir Modelling with Feature Selection: Kernel Learning Approach","          141510-MS ","          SPE ","          Conference Paper",2011,"Demyanov, Vasily, Heriot Watt University","'machine+learning'AND'reservoir'"
